pid,product_type_id,name,url,origin,thickness,material,weave,weave_feature,color,brand,imageName,imageType,internalName,category,min_price,max_price,availability,aggregate,clearance,long_description,shopbyroom,dw_insert_timestamp
200JASG01A,RUG,Cotton Solid,/rugsusa/rugs/rugs-usa-cotton-solid/Beige/200JASG01A-P.html,India,1/2 inch,100% Cotton,,Hand Woven,Beige,Rugs USA,200JASG01A,osNew/roomImage,rugs-usa-cotton-solid,Nome,0,0,48 Hours,True,N,"Add an effortless, natural touch to any room in your house with this stunning cotton area rug. A natural tone and versatile look compliment any area it's placed in, and creates the perfect levels of contrast and comfort. Designed to go with any decor. With our wide assortment of colors and sizes, make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200ON01A,RUG,Handspun Jute,/rugsusa/rugs/rugs-usa-handspun-jute/Natural/200ON01A-P.html,India,3/4 inch,100% Jute,,Hand Woven,Natural,Rugs USA,200ON01A,roomImage,rugs-usa-handspun-jute,Natura,0,0,48 Hours,True,N,"The simplicity of a jute rug can elevate any space from incomplete to effortless sophistication. Handmade in India, this flatweave area rug can virtually integrate with any existing decor. Designed to add a fresh and regal ambiance. An eco-friendly fiber also allows for a sustainable choice. Choose from a wide array of colors and sizes. Make the most of your time at home with our easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200BDSM01A,RUG,Ripple Waves,/rugsusa/rugs/rugs-usa-ripple-waves/Gray/200BDSM01A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Gray,Rugs USA,200BDSM01A,osNew/roomImage,rugs-usa-ripple-waves,Granite,0,0,48 Hours,True,N,"Set your modern living space apart with the calmness of this decorative design. Made from a durable synthetics, this area rug is patterned with a calming waves pattern for ultimate relaxation.  A striking texture makes the perfect addition to any room in your living space. Elevate your living space with our pet-friendly and easy to clean rugs. ","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200BIRV01A,RUG,Nordic Emblems Washable,/rugsusa/rugs/rugs-usa-nordic-emblems-washable/Peach/200BIRV01A-P.html,China,1/4 inch,100% Polyester,,Machine Made,Peach,Rugs USA,200BIRV01A,roomImage,rugs-usa-nordic-emblems-washable,Rain Haven,0,0,48 Hours,True,N,"Rugs are at the heart of your home, where all the action happens. The occasional ""oops"" is a fact of life; and lucky for all of us, cleaning our rugs just got much easier. Say hello to the <b>Rugs USA Washable Rugs Collection</b>!<br /><b>One-piece design:</b> Our washable rugs have an integrated non-slip backing, which eliminates the hassle of needing a separate backing layer. When your rug arrives, simply lay it flat in the desired space.<br /><b>Innovative construction:</b> Made from sustainably-sourced premium synthetic fibers, our machine-washable rugs help you feel good with every step.<br /><b>Hard-wearing:</b> Spill- and stain-resistant, these rugs are perfect for those with kids and pets and will hold up in high traffic areas of your home.<br /><b>Add a rug pad:</b> Want a plusher feel underfoot? Simply layer a Rugs USA rug pad underneath the rug for extra cushioning.<br /><b>Launders easily:</b> To clean, machine wash with cold water. Do not use bleach. We recommend line drying or drying without heat on an air-only dryer cycle. A low heat iron can be used if needed.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Bathroom, Entryway, Nursery / Kids Room",2022-01-13 19:33:41.513542
200BDSM04A,RUG,Broken Lattice,/rugsusa/rugs/rugs-usa-broken-lattice/Dark-Gray/200BDSM04A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Gray,Rugs USA,200BDSM04A,s,rugs-usa-broken-lattice,Granite,0,0,48 Hours,True,N,"Add a dash of a contemporary look when you bring out this machine made, polypropylene rug, which is sure to make a fashionable statement to any space. Sturdy enough to stand the test of time, this solid and striped area rug elevates the ambiance of any room it is placed in. This regal rug will be the perfect finishing touch for your living space. Opt for the best choice with our pet-friendly and easy to clean area rugs. ","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200HJML01A,RUG,Super Soft Luxury Shag with Carved Trellis,/rugsusa/rugs/rugs-usa-super-soft-luxury-shag-with-carved-trellis/White/200HJML01A-P.html,China,3/4 inch,100% Polyester,,Hand Tufted,White,Rugs USA,200HJML01A,s,rugs-usa-super-soft-luxury-shag-with-carved-trellis,Doux,0,0,48 Hours,True,N,"Bring elegance and style to your interiors, with this 100% polyester, hand-woven rug. It has an elegantly carved look and features a durable, dense, soft high pile, which is suitable for high traffic areas of the house. With a one-of-a-kind shag texture, this floor covering promises to be the most incredible addition to your living space. Pick from multiple color ways an shapes and shop our wide selection of pet-friendly and easy to clean area rugs.","Bedroom, Living Room, Office, Entryway, Nursery / Kids Room",2022-01-13 19:33:41.513542
200HJFV01A,RUG,Solid Braided Indoor/Outdoor,/rugsusa/rugs/rugs-usa-solid-braided-indooroutdoor/Charcoal/200HJFV01A-P.html,China/India,,100% Polypropylene,,Braided,Salt and Pepper,Rugs USA,200HJFV01A,roomImage,rugs-usa-solid-braided-indooroutdoor,Jubilee,0,0,48 Hours,True,N,"An outdoor rug braided from durable materials is a beautiful and neutral floor covering, a perfect choice whether you need a rug to be party-ready or you're looking for a serene oasis on your floor. Choose from a wide array of colors and sizes that are guaranteed to please. Whether you decide to use these indoor/outdoor, they will surely transport you into a serene oasis. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Patio / Outdoor, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200VESE01A,RUG,Sutton Solid Chevron,/rugsusa/rugs/rugs-usa-sutton-solid-chevron/Ivory/200VESE01A-P.html,India,1/4 inch,"80% Wool, 20% Cotton",,Hand Woven,Ivory,Rugs USA,200VESE01A,osNew/roomImage,rugs-usa-sutton-solid-chevron,Gilmore,0,0,48 Hours,True,N,"Invite this gorgeous area rug into your home and step into softness. Its texture is oh-so-welcoming underfoot, perfect for any room in your home that could use a touch of texture. Made a dreamy jute and cotton blend, this rug holds up exceptionally well to foot traffic and hours of play. The plush pile offers great comfort under foot. Choose from a wide array of colors and sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200BIRV16A,RUG,Atrium Medallion Washable,/rugsusa/rugs/rugs-usa-atrium-medallion-washable/Gray/200BIRV16A-P.html,China,1/4 inch,100% Polyester,,Machine Made,Gray,Rugs USA,200BIRV16A,roomImage,rugs-usa-atrium-medallion-washable,Rain Haven,0,0,48 Hours,True,N,"Rugs are at the heart of your home, where all the action happens. The occasional ""oops"" is a fact of life; and lucky for all of us, cleaning our rugs just got much easier. Say hello to the <b>Rugs USA Washable Rugs Collection</b>!<br /><b>One-piece design:</b> Our washable rugs have an integrated non-slip backing, which eliminates the hassle of needing a separate backing layer. When your rug arrives, simply lay it flat in the desired space.<br /><b>Innovative construction:</b> Made from sustainably-sourced premium synthetic fibers, our machine-washable rugs help you feel good with every step.<br /><b>Hard-wearing:</b> Spill- and stain-resistant, these rugs are perfect for those with kids and pets and will hold up in high traffic areas of your home.<br /><b>Add a rug pad:</b> Want a plusher feel underfoot? Simply layer a Rugs USA rug pad underneath the rug for extra cushioning.<br /><b>Launders easily:</b> To clean, machine wash with cold water. Do not use bleach. We recommend line drying or drying without heat on an air-only dryer cycle. A low heat iron can be used if needed.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Bathroom, Entryway, Nursery / Kids Room",2022-01-13 19:33:41.513542
200BIRV18A,RUG,Vintage Medallion Washable,/rugsusa/rugs/rugs-usa-vintage-medallion-washable/Gray/200BIRV18A-P.html,China,1/4 inch,100% Polyester,,Machine Made,Peach,Rugs USA,200BIRV18A,roomImage,rugs-usa-vintage-medallion-washable,Rain Haven,0,0,48 Hours,True,N,"Rugs are at the heart of your home, where all the action happens. The occasional ""oops"" is a fact of life; and lucky for all of us, cleaning our rugs just got much easier. Say hello to the <b>Rugs USA Washable Rugs Collection</b>!<br /><b>One-piece design:</b> Our washable rugs have an integrated non-slip backing, which eliminates the hassle of needing a separate backing layer. When your rug arrives, simply lay it flat in the desired space.<br /><b>Innovative construction:</b> Made from sustainably-sourced premium synthetic fibers, our machine-washable rugs help you feel good with every step.<br /><b>Hard-wearing:</b> Spill- and stain-resistant, these rugs are perfect for those with kids and pets and will hold up in high traffic areas of your home.<br /><b>Add a rug pad:</b> Want a plusher feel underfoot? Simply layer a Rugs USA rug pad underneath the rug for extra cushioning.<br /><b>Launders easily:</b> To clean, machine wash with cold water. Do not use bleach. We recommend line drying or drying without heat on an air-only dryer cycle. A low heat iron can be used if needed.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Bathroom, Entryway, Nursery / Kids Room",2022-01-13 19:33:41.513542
200CB01,RUG,Veronica Wool Braided,/rugsusa/rugs/rugs-usa-veronica-wool-braided/Light-Gray/200CB01-P.html,India,1/2 inch,"80% Wool, 20% Cotton",,Braided,Off White,Rugs USA,200CB01,roomImage,rugs-usa-veronica-wool-braided,Textures,0,0,48 Hours,True,N,"Handcrafted in the style of a chunky knit sweater, this felted cotton and wool rug provides delightful softness underfoot. The familiar knitted V pattern is rendered either in solid colors or variegated tones, providing a cozy look wherever you might want one. Designed to transform any space into your new oasis. Elevate your living space with our pet-friendly and easy to clean rugs. ","Bedroom, Living Room",2022-01-13 19:33:41.513542
200GRWS03A,RUG,Native Collage,/rugsusa/rugs/rugs-usa-native-collage/Beige/200GRWS03A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Beige,Rugs USA,200GRWS03A,roomImage,rugs-usa-native-collage,Yesteryear,0,0,48 Hours,True,N,"Embrace the serenity of this lavish floor covering. Featuring a colorful floral pattern, transport yourself to your new oasis. This area rug is crafted of durable synthetic fibers, giving your space a sophisticated, finished look. Easily blends with any existing decor. Choose from our wide assortment of sizes and elevate your living space with our pet-friendly and easy to clean rugs. ","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200HJFV01A,RUG,Solid Braided Indoor/Outdoor,/rugsusa/rugs/rugs-usa-solid-braided-indooroutdoor/Light-Blue/200HJFV01A-P.html,China/India,,100% Polypropylene,,Braided,Salt and Pepper,Rugs USA,200HJFV01A,roomImage,rugs-usa-solid-braided-indooroutdoor,Jubilee,0,0,48 Hours,True,N,"An outdoor rug braided from durable materials is a beautiful and neutral floor covering, a perfect choice whether you need a rug to be party-ready or you're looking for a serene oasis on your floor. Choose from a wide array of colors and sizes that are guaranteed to please. Whether you decide to use these indoor/outdoor, they will surely transport you into a serene oasis. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Patio / Outdoor, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200RZSP01A,RUG,Diamond Mosaic,/rugsusa/rugs/rugs-usa-diamond-mosaic/Light-Gray/200RZSP01A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Light Gray,Rugs USA,200RZSP01A,roomImage,rugs-usa-diamond-mosaic,Primavera,0,0,48 Hours,True,N,"Create an impressive look with our mosiac area rug. A neutral color scheme combines an intricate pattern to create the look of an heirloom piece of at an affordable price. Crafted of luxuriously soft synthetic fibers, this floor covering provides an incredibly soft texture under foot. Comes in a wide selection of sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200NCNT24A,RUG,Hand Woven Jute with Wool Fringe,/rugsusa/rugs/rugs-usa-hand-woven-jute-with-wool-fringe/Natural/200NCNT24A-P.html,India,1/4 inch,"95% Jute, 5% Wool",,Hand Tufted,Natural,Rugs USA,200NCNT24A,roomImage,rugs-usa-hand-woven-jute-with-wool-fringe,Maui,0,0,48 Hours,True,N,"A refined, classic style provides a regal ambiance to your living space. This jute and wool blend carpet makes the perfect statement with its versatility. Fringed borderes mimic the appearance of an exquisite heirloom at an affordable price, while ensuring a soft texture underfoot. Make the most of your time at home with our easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200KKLR12A,RUG,Shaggy Lattice Tassel,/rugsusa/rugs/rugs-usa-shaggy-lattice-tassel/Gray/200KKLR12A-P.html,Turkey,1 1/4 inch,100% Polyester,,Machine Made,Gray,Rugs USA,200KKLR12A,roomImage,rugs-usa-shaggy-lattice-tassel,Grooven,0,0,48 Hours,True,N,This lavish shag rug provides a soft and plush underfoot while a lattice element adds a flair to your home décor. A refreshing and dynamic piece that's sure to impress everyone who sees it. This rug is sure to provide durability in any living space. Comes in a variety of shapes. Elevate your living space with our pet-friendly and easy to clean rugs. ,"Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
